"name","lat","lon","event_name","attendance_count","yes_rsvp_count","group_name","event_datetime","link"
"City Nights",37.782249450683594,-122.39777374267578,"San Francisco Singles Speed Dating Party",49,49,"Bay Area Singles Events and Travel","2014-10-11 19:00:00","https://www.meetup.com/SFBayAreaSinglesEvents/"
"IC Lounge",37.380001068115234,-122.0199966430664,"LIVE SALSA & BACHATA EVENT AT LUX SALSA SATURDAY! @ IC LOUNGE IN SUNNYVALE",10,10,"BAMBAS -  Bay Area Merengue Bachata Afrocuban Salsa Club","2014-10-11 22:30:00","https://www.meetup.com/BAMBAS/"
"City Nights",37.782249450683594,-122.39777374267578,"San Francisco Singles Speed Dating Party",49,49,"Your Asian Connection","2014-10-11 19:00:00","https://www.meetup.com/YourAsianConnection/"
,,,"Congee Brunch and Cantonese Rapper!!",0,3,"Awesome Asian Americans!!!","2014-10-11 11:00:00","https://www.meetup.com/AsiansAmericans/"
,,,"Hiking Mission Peak",0,5,"- THE HANGOUT CLUB -","2014-10-12 08:15:00","https://www.meetup.com/THE-HANGOUT-CLUB-For-Everyone-20s-50s/"
"Ocean Beach",37.775299072265625,-122.4186019897461,"Columbus Day Weekend Beach BBQ @ Ocean Beach SF (w/ Blue Angels)",101,101,"Unumia East Bay Singles Community","2014-10-12 15:00:00","https://www.meetup.com/Unumia-EastBay/"
"Ocean Beach",37.775299072265625,-122.4186019897461,"Columbus Day Weekend Beach BBQ @ Ocean Beach SF (w/ Blue Angels)",104,104,"Unumia South Bay Singles Community","2014-10-12 15:00:00","https://www.meetup.com/Unumia-SouthBay/"
"Ocean Beach",37.775299072265625,-122.4186019897461,"Columbus Day Weekend Beach BBQ @ Ocean Beach SF (w/ Blue Angels)",127,127,"Unumia San Francisco Singles Community","2014-10-12 15:00:00","https://www.meetup.com/Unumia-SF/"
"Villa Montalvo and Montalvo Arts Center",37.245079040527344,-122.03141784667969,"Easy Paced Hike & Lunch: Villa Montalvo Trail, Saratoga, Sun Oct 12, 10 AM",7,13,"Bay Area Single Boomers Social Meetup","2014-10-12 10:00:00","https://www.meetup.com/Bay-area-single-boomers-Social-Meetup/"
,,,"Awesome Foursome Restaurant Crawl!",0,17,"**Mingle with Travelers, Students, Au Pairs & Locals in SF**","2014-10-19 20:00:00","https://www.meetup.com/SanFranciscoHostel/"
,,,"Awesome Foursome Restaurant Crawl!",0,19,"**Mingle with Travelers, Students, Au Pairs & Locals in SF**","2014-10-19 20:00:00","https://www.meetup.com/SanFranciscoHostel/"
"Edgie's Billiards",37.42738723754883,-121.89613342285156,"Monday Night Billiards @ Edgies (in Milpitas). Free for Ladies",11,11,"!Bay Area Fun Professionals and Friends!","2014-10-13 19:00:00","https://www.meetup.com/BayAreaFunProfessionalsAndFriends/"
,,,"Badminton and dinner",0,14,"Awesome Asian Americans!!!","2014-10-13 19:15:00","https://www.meetup.com/AsiansAmericans/"
,,,"Hang Out and Watch the Movie -- Gone Girl",0,8,"- THE HANGOUT CLUB -","2014-10-14 18:30:00","https://www.meetup.com/THE-HANGOUT-CLUB-For-Everyone-20s-50s/"
"Jaunty @WeWork Golden Gate",37.78247833251953,-122.41069793701172,"FREE Workshop: Enhance Your Social Intelligence (San Francisco)",5,5,"Unumia South Bay Singles Community","2014-10-14 18:45:00","https://www.meetup.com/Unumia-SouthBay/"
"Los Gatos Calvary Church",37.23196029663086,-121.96466064453125,"""Boundaries""­­­­ book-video-discussi­­on series starts tonight!",27,27,"Divorce and Relationship Recovery Los Gatos","2014-10-14 19:00:00","https://www.meetup.com/DRR-Los-Gatos/"
,,,"Special Event: $2 Beers, Beer Pong, & Mingling with Aussies this Tuesday!",0,1,"SF Bay Area Young, Wild & Free Singles","2014-10-14 21:00:00","https://www.meetup.com/singles-do-it-all-meetup-group/"
,,,"Special Event: $2 Beers, Beer Pong, & Mingling with Aussies this Tuesday!",0,14,"**Mingle with Travelers, Students, Au Pairs & Locals in SF**","2014-10-14 21:00:00","https://www.meetup.com/SanFranciscoHostel/"
,,,"Special Event: $2 Beers, Beer Pong, & Mingling with Aussies this Tuesday!",0,1,"SF Fun & Outgoing SocialWised","2014-10-14 21:00:00","https://www.meetup.com/socialwisedSF/"
"Lifetree Café Menlo Park ",37.43286895751953,-122.1999740600586,"Menlo Park: Lifetree Café Conversations",1,1,"Lifetree Café Bay Area","2014-10-15 18:30:00","https://www.meetup.com/LTCbayarea/"
"Jamison's Roaring Donkey",38.2350959777832,-122.64154815673828,"Mules & Jamison @ Jamison's Roaring Donkey (North Bay)",15,15,"Unumia San Francisco Singles Community","2014-10-15 18:00:00","https://www.meetup.com/Unumia-SF/"
"Ozumo",37.81167221069336,-122.2666244506836,"HH @ Ozumo in Oakland",68,68,"Unumia San Francisco Singles Community","2014-10-15 17:30:00","https://www.meetup.com/Unumia-SF/"
,,,"Drinks with Travelers",0,6,"SF Fun & Outgoing SocialWised","2014-10-15 20:30:00","https://www.meetup.com/socialwisedSF/"
,,,"Fierce Commitment, Part II",0,8,"San Francisco Fierce Gentlemen Meetup","2014-10-15 18:30:00","https://www.meetup.com/Fierce-Gentlemen/"
"Agave Restaraunt The Tequila room ",37.303192138671875,-121.8606185913086,"Live Stand-Up Comedy October 21st",6,6,"Bay Area International Circle","2014-10-21 19:30:00","https://www.meetup.com/Bay-Area-International-Circle/"
"Online or via Phone",36.77825927734375,-119.41793060302734,"FREE Online Seminar: 5 Mistakes Spiritual Women Make That REPEL Their SoulMate",2,2,"Irresistible Women & Amazing Men: Conscious Singles Events","2014-10-15 20:00:00","https://www.meetup.com/irresistibleandamazing/"
"Ozumo",37.81178283691406,-122.26661682128906,"HH @ Ozumo in Oakland",59,59,"Unumia East Bay Singles Community","2014-10-15 17:30:00","https://www.meetup.com/Unumia-EastBay/"
"San Jose Improv",37.33568572998047,-121.88878631591797,"FREE SHOW TICKETS-Maureen Langan Live at the San Jose Improv",14,14,"Bay Area International Circle","2014-10-15 20:00:00","https://www.meetup.com/Bay-Area-International-Circle/"
"San Jose Improv",37.33568572998047,-121.88878631591797,"FREE SHOW TICKETS-Maureen Langan Live at the San Jose Improv",12,12,"Bay Area Single Boomers Social Meetup","2014-10-15 20:00:00","https://www.meetup.com/Bay-area-single-boomers-Social-Meetup/"
,,,"Pub Crawl with International Backpackers",0,3,"SF Bay Area Young, Wild & Free Singles","2014-10-15 20:30:00","https://www.meetup.com/singles-do-it-all-meetup-group/"
,,,"FREE SHOW TICKETS-Maureen Langan Live at the San Jose Improv",18,18,"Social Networking & New Friends South Bay","2014-10-15 20:00:00","https://www.meetup.com/south-bay-meet-new-people/"
,,,"Inexpensive Happiness (with Henry Cloud) (one-week break from Safe People)",0,26,"PO6 (Posse of 6) Spectacular Events for Mature Singles","2014-10-15 18:30:00","https://www.meetup.com/Posse-of-6-Dinner-Group-Dates-for-Mature-Singles/"
"Agave Restaraunt The Tequila room ",37.303192138671875,-121.8606185913086,"Live Stand-Up Comedy Show October 21st",12,12,"Bay Area International Circle","2014-10-21 20:00:00","https://www.meetup.com/Bay-Area-International-Circle/"
"Hawaii West",37.79845428466797,-122.40966796875,"Drinks with International Travelers",7,7,"Nob Hill, Russian Hill, North Beach, Pac Heights Happy Hours","2014-10-15 20:30:00","https://www.meetup.com/Nob-Russian-Pac-Heights-Happy-Hour/"
"Lifetree Café Menlo Park ",37.43286895751953,-122.1999740600586,"Menlo Park: Lifetree Café Conversations",1,1,"Lifetree Café Bay Area","2014-10-16 09:15:00","https://www.meetup.com/LTCbayarea/"
"Faultline Brewery",37.38766098022461,-121.99250793457031,"Flights of Five Beers and an Appetizer at Faultline",4,4,"Bay Area Single Boomers Social Meetup","2014-10-16 18:30:00","https://www.meetup.com/Bay-area-single-boomers-Social-Meetup/"
"Renaissance Business Center",37.780704498291016,-122.40390014648438,"Men ONLY: ""Avoid the 3 Massive Mistakes Single Men Make""",1,1,"Relationship Building  Skills Group","2014-10-16 19:00:00","https://www.meetup.com/sexy-singles-social-masteryclub/"
,,,"Match Your Key Mixer",0,40,"East Bay Ladies and Gents looking to meet (age 45+)","2014-10-16 19:00:00","https://www.meetup.com/Dating-for-ages-45-plus/"
"A Private Home",37.974571228027344,-122.532470703125,"North Bay Mark Group",4,4,"Bay Area Mark Groups","2014-10-16 19:15:00","https://www.meetup.com/BayAreaMarkGroups/"
,,,"Evening Hike/Walk at Campbell Park",0,2,"- THE HANGOUT CLUB -","2014-10-16 18:30:00","https://www.meetup.com/THE-HANGOUT-CLUB-For-Everyone-20s-50s/"
"Indo Restaurant & Lounge",37.42085647583008,-122.13699340820312,"Drink, Lounge, & Mingle at INDO Lounge",69,69,"Unumia South Bay Singles Community","2014-10-16 18:00:00","https://www.meetup.com/Unumia-SouthBay/"
,,,"It's Friday!  Let's Head Over to a Fun Pub!!  =)",0,25,"- THE HANGOUT CLUB -","2014-10-17 20:30:00","https://www.meetup.com/THE-HANGOUT-CLUB-For-Everyone-20s-50s/"
"Aquarian Heart Center",37.8361930847168,-122.26219940185547,"How to Be Irresistibly Feminine Forever!",3,3,"Irresistible Women & Amazing Men: Conscious Singles Events","2014-10-17 19:30:00","https://www.meetup.com/irresistibleandamazing/"
"Los Gatos Calvary Church",37.23196029663086,-121.96466064453125,"Boundaries: Problems and Development (book-video-discussi­­­on series)",38,38,"Divorce and Relationship Recovery Los Gatos","2014-10-21 19:00:00","https://www.meetup.com/DRR-Los-Gatos/"
"Agave Restaraunt The Tequila room ",37.303192138671875,-121.8606185913086,"Live Stand-Up Comedy October 21st Jeff Applebaum & Steve Pearlman ",11,11,"Bay Area Single Boomers Social Meetup","2014-10-21 19:30:00","https://www.meetup.com/Bay-area-single-boomers-Social-Meetup/"
"Clock Bar in the St. Francis Hotel",37.787742614746094,-122.407470703125,"Single Professionals: Drinks @ Clock Bar (Westin St. Francis Hotel)",10,10,"Unumia San Francisco Singles Community","2014-10-17 18:00:00","https://www.meetup.com/Unumia-SF/"
"Poor House Bistro",37.329750061035156,-121.9003677368164,"Support Candye Kane Fight Her Cancer @ Poor House Bistro, SJ, Fri 10/17, 7 PM",5,5,"Bay Area Single Boomers Social Meetup","2014-10-17 19:00:00","https://www.meetup.com/Bay-area-single-boomers-Social-Meetup/"
,,,"Coffee Shop Study Hall",0,4,"SITC ▪ Singles in the City ▪ Born 1960>1979","2014-10-17 12:00:00","https://www.meetup.com/SITCSF/"
,,,"Lavay Smith & Her Red Hot Skillet Lickets @ Biscuits and Blues",0,5,"SITC ▪ Singles in the City ▪ Born 1960>1979","2014-10-17 19:00:00","https://www.meetup.com/SITCSF/"
,,,"SF Beer Olympics !",0,19,"**Mingle with Travelers, Students, Au Pairs & Locals in SF**","2014-10-17 20:30:00","https://www.meetup.com/SanFranciscoHostel/"
"Horizon",37.79804611206055,-122.40567016601562,"Friday Night Drinks!",1,1,"Nob Hill, Russian Hill, North Beach, Pac Heights Happy Hours","2014-10-17 20:30:00","https://www.meetup.com/Nob-Russian-Pac-Heights-Happy-Hour/"
,,,"Thai Cuisine & Korean Dessert !!!",0,5,"Awesome Asian Americans!!!","2014-10-17 19:00:00","https://www.meetup.com/AsiansAmericans/"
,,,"$5 Movie Time: Gone Girl Starring Ben Affleck and Tyler Perry | Free Popcorn",13,13,"Bay Area Happenings","2014-10-18 15:15:00","https://www.meetup.com/BayAreaHappenings/"
"Lifetree Café Menlo Park ",37.43286895751953,-122.1999740600586,"Menlo Park: Living a Lie - The Perils of a Double Life",1,1,"Lifetree Café Bay Area","2014-10-22 18:30:00","https://www.meetup.com/LTCbayarea/"
,,,"Lets Bar Hop: lake-merritt Style",10,10,"Bay Area Happenings","2014-10-18 19:15:00","https://www.meetup.com/BayAreaHappenings/"
,,,"OUTDOOR BOOTCAMP WITH PERSONAL TRAINER MICHAEL DESTEFANO!!",0,7,"- THE HANGOUT CLUB -","2014-10-18 11:00:00","https://www.meetup.com/THE-HANGOUT-CLUB-For-Everyone-20s-50s/"
,,,"HALLOWEEN HAUNT @ GREAT AMERICA",0,8,"- THE HANGOUT CLUB -","2014-10-18 18:15:00","https://www.meetup.com/THE-HANGOUT-CLUB-For-Everyone-20s-50s/"
,,,"Halloween Karaoke & Dance Party! ",0,5,"- THE HANGOUT CLUB -","2014-10-18 20:00:00","https://www.meetup.com/THE-HANGOUT-CLUB-For-Everyone-20s-50s/"
"New Brighton Beach State Park",36.98295211791992,-121.93324279785156,"New Brighton Beach Walk",2,2,"Lesbian Baby Boomers - Santa Cruz / South Bay","2014-10-18 10:00:00","https://www.meetup.com/Lesbian-Baby-Boomers-South-Bay-Mixer/"
"Panera Bread",37.9288444519043,-122.04151916503906,"Visit Tony La Russa's Animal Rescue Foundation & Lindsay Wildlife Museum",6,9,"Bay Area Single Boomers Social Meetup","2014-10-18 11:30:00","https://www.meetup.com/Bay-area-single-boomers-Social-Meetup/"
,,,"Italian Dinner and a Back Yard Movie",26,26,"Bay Area Single Boomers Social Meetup","2014-10-18 18:30:00","https://www.meetup.com/Bay-area-single-boomers-Social-Meetup/"
,,,"WOMEN's RSVP for Dinner in Woodside and dancing afterwards if you like!",0,5,"PO6 (Posse of 6) Spectacular Events for Mature Singles","2014-10-18 19:30:00","https://www.meetup.com/Posse-of-6-Dinner-Group-Dates-for-Mature-Singles/"
,,,"MEN's RSVP for Dinner in Woodside and dancing afterwards if you like!",0,2,"PO6 (Posse of 6) Spectacular Events for Mature Singles","2014-10-18 19:30:00","https://www.meetup.com/Posse-of-6-Dinner-Group-Dates-for-Mature-Singles/"
,,,"BBQ Potluck & Mingle!",0,15,"ASIAN CHRISTIAN MINGLE","2014-10-18 16:00:00","https://www.meetup.com/AsianChristianMingle/"
,,,"Hike Angel Island",0,12,"SITC ▪ Singles in the City ▪ Born 1960>1979","2014-10-18 09:30:00","https://www.meetup.com/SITCSF/"
,,,"A Rewarding Afternoon with Park Rangers on Muir Beach",0,13,"Awesome Asian Americans!!!","2014-10-18 12:45:00","https://www.meetup.com/AsiansAmericans/"
,,,"Singles Saturday Karaoke Night Social Mixer",0,9,"Awesome Asian Americans!!!","2014-10-18 19:00:00","https://www.meetup.com/AsiansAmericans/"
"Naked Lunch",37.79810333251953,-122.40573120117188,"Progressive Dinner Crawl",1,1,"Nob Hill, Russian Hill, North Beach, Pac Heights Happy Hours","2014-10-19 20:00:00","https://www.meetup.com/Nob-Russian-Pac-Heights-Happy-Hour/"
"Naked Lunch",37.79810333251953,-122.40573120117188,"Progressive Dinner Crawl",1,1,"Nob Hill, Russian Hill, North Beach, Pac Heights Happy Hours","2014-10-19 20:00:00","https://www.meetup.com/Nob-Russian-Pac-Heights-Happy-Hour/"
"Michael and Jennifer Huff's",37.77894592285156,-122.19511413574219,"Oakland Mark Group",12,12,"Bay Area Mark Groups","2014-10-22 19:30:00","https://www.meetup.com/BayAreaMarkGroups/"
,,,"Rock Paper Scissors Tournament & Pub Crawl with International Backpackers",0,15,"**Mingle with Travelers, Students, Au Pairs & Locals in SF**","2014-10-22 20:30:00","https://www.meetup.com/SanFranciscoHostel/"
,,,"Drinks with Travelers",0,4,"SF Fun & Outgoing SocialWised","2014-10-22 20:30:00","https://www.meetup.com/socialwisedSF/"
,,,"The power of Play",0,4,"San Francisco Fierce Gentlemen Meetup","2014-10-22 18:30:00","https://www.meetup.com/Fierce-Gentlemen/"
" Regal Cinemas Jack London Stadium 9 ",37.79612350463867,-122.2778091430664,"$6 Movie Time: Addicted By Zane | Free Popcorn",18,18,"Bay Area Happenings","2014-10-19 19:00:00","https://www.meetup.com/BayAreaHappenings/"
,,,"Good Will Hunting (with Robin Williams)",1,1,"Unumia East Bay Singles Community","2014-10-19 14:00:00","https://www.meetup.com/Unumia-EastBay/"
,,,"Restaurant Crawl!",0,1,"SF Fun & Outgoing SocialWised","2014-10-19 20:00:00","https://www.meetup.com/socialwisedSF/"
,,,"Restaurant Crawl!",0,1,"SF Fun & Outgoing SocialWised","2014-10-19 20:00:00","https://www.meetup.com/socialwisedSF/"
"Mexican Heritage Plaza Theater",37.352806091308594,-121.85543060302734,"PLAY: Classic Mexican Film ""Macario"" Now a Stage Play",1,1,"Bay Area International Circle","2014-10-19 14:00:00","https://www.meetup.com/Bay-Area-International-Circle/"
"Ed Levin County Park",37.44758987426758,-121.8502426147461,"Hang Gliding and Lunch",3,3,"Bay Area Single Boomers Social Meetup","2014-10-19 09:00:00","https://www.meetup.com/Bay-area-single-boomers-Social-Meetup/"
"Filoli Gardens",37.47355270385742,-122.30657958984375,"Walk/ Bike/ Run/ Blade @ Canada Rd, & Late Brunch in Woodside, Sun 10/19, 10 AM",5,5,"Bay Area Single Boomers Social Meetup","2014-10-19 10:00:00","https://www.meetup.com/Bay-area-single-boomers-Social-Meetup/"
,,,"House Music Concert in San Jose",0,17,"PO6 (Posse of 6) Spectacular Events for Mature Singles","2014-10-19 16:00:00","https://www.meetup.com/Posse-of-6-Dinner-Group-Dates-for-Mature-Singles/"
,,,"49er's VS. Denver Broncos in the Sunday Night Game!",0,5,"PO6 (Posse of 6) Spectacular Events for Mature Singles","2014-10-19 17:00:00","https://www.meetup.com/Posse-of-6-Dinner-Group-Dates-for-Mature-Singles/"
,,,"Bottomless mimosas Sunday!",0,11,"SITC ▪ Singles in the City ▪ Born 1960>1979","2014-10-19 12:15:00","https://www.meetup.com/SITCSF/"
"Spain - France - Italy",41.375,2.157589912414551,"7 Night Western Mediterranean Cruise!",34,34,"Bay Area Singles Events and Travel","2014-10-19 17:00:00","https://www.meetup.com/SFBayAreaSinglesEvents/"
"Spain - France - Italy",41.375,2.157589912414551,"7 Night Western Mediterranean Cruise!",34,34,"Your Asian Connection","2014-10-19 17:00:00","https://www.meetup.com/YourAsianConnection/"
"Edgie's Billiards",37.42738723754883,-121.89613342285156,"Monday Night Billiards @ Edgies (in Milpitas). Free for Ladies",11,11,"!Bay Area Fun Professionals and Friends!","2014-10-20 19:00:00","https://www.meetup.com/BayAreaFunProfessionalsAndFriends/"
,,,"Monday badminton",0,2,"Awesome Asian Americans!!!","2014-10-20 19:15:00","https://www.meetup.com/AsiansAmericans/"
"Jaunty @WeWork Golden Gate",37.78247833251953,-122.41069793701172,"FREE Workshop: Enhance Your Social Intelligence",7,7,"Unumia East Bay Singles Community","2014-10-20 18:45:00","https://www.meetup.com/Unumia-EastBay/"
"Jaunty @WeWork Golden Gate",37.78247833251953,-122.41069793701172,"FREE Workshop: Enhance Your Social Intelligence",7,7,"Unumia South Bay Singles Community","2014-10-20 18:45:00","https://www.meetup.com/Unumia-SouthBay/"
"Jaunty @WeWork Golden Gate",37.78247833251953,-122.41069793701172,"FREE Workshop: Enhance Your Social Intelligence",50,50,"Unumia San Francisco Singles Community","2014-10-20 18:45:00","https://www.meetup.com/Unumia-SF/"
,,,"Guided Meditation Class (for beginners)",0,2,"SITC ▪ Singles in the City ▪ Born 1960>1979","2014-10-20 18:45:00","https://www.meetup.com/SITCSF/"
" Azucar Latin Bistro Mojito Bar",37.335105895996094,-121.88755798339844,"TWO LEFT FEET MONDAY LESSONS WITH ESME LEON AT 8:30PM (AVAILABLE FOR PRIVATES)",2,2,"BAMBAS -  Bay Area Merengue Bachata Afrocuban Salsa Club","2014-10-20 20:30:00","https://www.meetup.com/BAMBAS/"
,,,"Meet 40+ Singles ""Over the Supper"" with 5 Courses",30,30,"Love Begins At Singles Events (40s, 50s, 60s) - SF BAY AREA","2014-10-21 19:00:00","https://www.meetup.com/LoveBeginsAtSF/"
,,,"Terrific Tuesday Bargain Movie Night!!  =)",0,3,"- THE HANGOUT CLUB -","2014-10-21 18:15:00","https://www.meetup.com/THE-HANGOUT-CLUB-For-Everyone-20s-50s/"
,,,"SF Restaurant Exploration",0,4,"SITC ▪ Singles in the City ▪ Born 1960>1979","2014-10-21 19:00:00","https://www.meetup.com/SITCSF/"
"Online or via Phone",36.77825927734375,-119.41793060302734,"Free Online Seminar: 5 Mistakes Spiritual Women Make That REPEL Their SoulMate",2,2,"Irresistible Women & Amazing Men: Conscious Singles Events","2014-10-21 12:00:00","https://www.meetup.com/irresistibleandamazing/"
"Jubilee Christian Center (Admin Building)",37.423614501953125,-121.96038055419922,"Singles Bible Study",4,4,"Silicon Valley Christian Singles Play Network (SV CSPN)","2016-08-23 19:00:00","https://www.meetup.com/SV-CSPN/"
"Eleve Restaurant",37.90184783935547,-122.0622787475586,"Happy Hour @ Élevé (Walnut Creek)",49,49,"Unumia East Bay Singles Community","2014-10-22 17:30:00","https://www.meetup.com/Unumia-EastBay/"
"Three Birds Wine Bar",37.92596435546875,-122.53001403808594,"Drinks @ Three Birds Wine Bar - Corte Madera (North Bay)",20,20,"Unumia San Francisco Singles Community","2014-10-22 18:30:00","https://www.meetup.com/Unumia-SF/"
"Eleve Restaurant",37.90184783935547,-122.0622787475586,"Happy Hour @ Élevé (Walnut Creek)",41,41,"Unumia San Francisco Singles Community","2014-10-22 17:30:00","https://www.meetup.com/Unumia-SF/"
,,,"Pub Crawl with International Backpackers",0,3,"SF Bay Area Young, Wild & Free Singles","2014-10-22 20:30:00","https://www.meetup.com/singles-do-it-all-meetup-group/"
,,,"Safe People: Safety Deficits and Unsafe Relationships (video-discussion series)",0,22,"PO6 (Posse of 6) Spectacular Events for Mature Singles","2014-10-22 18:30:00","https://www.meetup.com/Posse-of-6-Dinner-Group-Dates-for-Mature-Singles/"
,,,"Coffee Shop Study Hall",0,2,"SITC ▪ Singles in the City ▪ Born 1960>1979","2014-10-22 12:00:00","https://www.meetup.com/SITCSF/"
,,,"HAPPY HOUR",0,11,"SITC ▪ Singles in the City ▪ Born 1960>1979","2014-10-22 18:00:00","https://www.meetup.com/SITCSF/"
"Lifetree Café Menlo Park ",37.43286895751953,-122.1999740600586,"Menlo Park: Living a Lie - The Perils of a Double Life",1,1,"Lifetree Café Bay Area","2014-10-23 09:15:00","https://www.meetup.com/LTCbayarea/"
"Winchester Mystery House",37.319087982177734,-121.95036315917969,"Winchester Mystery House and/or Drinks @ Rosie McCann's (South Bay)",30,30,"Unumia East Bay Singles Community","2014-10-23 17:00:00","https://www.meetup.com/Unumia-EastBay/"
"Winchester Mystery House",37.319087982177734,-121.95036315917969,"Winchester Mystery House and/or Drinks @ Rosie McCann's",29,29,"Unumia South Bay Singles Community","2014-10-23 17:00:00","https://www.meetup.com/Unumia-SouthBay/"
"Stephens Green",37.393585205078125,-122.07909393310547,"Drinks @ St. Stephens Green (Mountain View)",86,86,"Unumia South Bay Singles Community","2014-10-28 18:00:00","https://www.meetup.com/Unumia-SouthBay/"
,,,"PLAY: Danny & the Deep Blue Sea ~ A ""morbidly funny"" Relationship",6,6,"Bay Area International Circle","2014-10-23 19:00:00","https://www.meetup.com/Bay-Area-International-Circle/"
"The Old Mint Building ",37.78300857543945,-122.40686798095703,"Unlimited Tasting of 50+ Wineries in Historic Building",1,1,"Bay Area Social Wine Tasting Meetup Group","2014-10-23 18:00:00","https://www.meetup.com/Bay-Area-Social-Wine-Tasting-Meetup-Group/"
"Winchester Mystery House",37.319087982177734,-121.95036315917969,"Winchester Mystery House and/or Drinks @ Rosie McCann's (South Bay)",30,30,"Unumia San Francisco Singles Community","2014-10-23 17:00:00","https://www.meetup.com/Unumia-SF/"
,,,"Goth nite 2014",0,1,"We Love the 80's SF Bay Area","2014-10-23 21:00:00","https://www.meetup.com/80s-SF-Bay-Area/"
"A Private Home",37.974571228027344,-122.532470703125,"North Bay Mark Group",3,3,"Bay Area Mark Groups","2014-10-23 19:15:00","https://www.meetup.com/BayAreaMarkGroups/"
,,,"Adventure Run at Road Runner Sports in San Carlos!",0,2,"Awesome Asian Americans!!!","2014-10-23 17:30:00","https://www.meetup.com/AsiansAmericans/"
,,,"Slanted Comedy: Asian-American Comedy Showcase",0,6,"Awesome Asian Americans!!!","2014-10-23 19:45:00","https://www.meetup.com/AsiansAmericans/"
"San Mateo Marriott San Francisco Airport",37.556068420410156,-122.29962158203125,"The annual Salsoween Halloween party",2,2,"BAMBAS -  Bay Area Merengue Bachata Afrocuban Salsa Club","2014-10-25 20:30:00","https://www.meetup.com/BAMBAS/"
,,,"Craft Beer/Food Tasting Fundraiser for International Causes!",0,10,"**Mingle with Travelers, Students, Au Pairs & Locals in SF**","2014-10-25 13:00:00","https://www.meetup.com/SanFranciscoHostel/"
,,,"Pirate Ship Party?!",0,4,"**Mingle with Travelers, Students, Au Pairs & Locals in SF**","2014-10-25 16:30:00","https://www.meetup.com/SanFranciscoHostel/"
,,,"Friday Night Hookah at Palace Hayward",0,5,"Bay Area International Singles","2014-10-24 22:30:00","https://www.meetup.com/BayAreaInternationalSingles/"
"Ninth Street Independent Film Center",37.775856018066406,-122.41382598876953,"Demon and a Movie - drinks, dancers, & movie (presented by a Demon) (SF)",24,24,"Unumia East Bay Singles Community","2014-10-24 19:00:00","https://www.meetup.com/Unumia-EastBay/"
,,,"Bollywood Blast ~Diwali Dance Dhamaka~",0,12,"Bay Area International Singles","2014-10-25 21:00:00","https://www.meetup.com/BayAreaInternationalSingles/"
"Aquarian Heart Center",37.8361930847168,-122.26219940185547,"Slow-Speed Date Night for Conscious Singles",11,11,"Irresistible Women & Amazing Men: Conscious Singles Events","2014-10-25 19:00:00","https://www.meetup.com/irresistibleandamazing/"
"IC Lounge",37.380001068115234,-122.0199966430664,"Come Celebrate Diwali and Dance all night",1,1,"South Bay to SF Dance Party Meetup","2014-10-25 22:30:00","https://www.meetup.com/South-Bay-to-SF-Dance-Party/"
,,,"Whoohoo Giants!   World Series here we come and maybe a little music/dancing!",0,8,"PO6 (Posse of 6) Spectacular Events for Mature Singles","2014-10-25 17:00:00","https://www.meetup.com/Posse-of-6-Dinner-Group-Dates-for-Mature-Singles/"
"Agave Restaraunt The Tequila room ",37.303192138671875,-121.8606185913086,"Happy Halloween Comedy Show & Party! ",11,11,"Bay Area International Circle","2014-10-28 19:30:00","https://www.meetup.com/Bay-Area-International-Circle/"
"Los Gatos Calvary Church",37.23196029663086,-121.96466064453125,"Boundaries:­­­­­ Laws of Boundaries part 1 (book-video-discussi­­­on series)",30,30,"Divorce and Relationship Recovery Los Gatos","2014-10-28 19:00:00","https://www.meetup.com/DRR-Los-Gatos/"
,,,"Yoga Lessons with Hannah!",0,3,"SF Bay Area Young, Wild & Free Singles","2014-10-28 12:00:00","https://www.meetup.com/singles-do-it-all-meetup-group/"
,,,"Train with an Olympic-Level Trainer!",0,4,"SF Bay Area Young, Wild & Free Singles","2014-10-28 16:00:00","https://www.meetup.com/singles-do-it-all-meetup-group/"
,,,"Whoohoo Giants!   World Series Game 6!",0,3,"PO6 (Posse of 6) Spectacular Events for Mature Singles","2014-10-28 17:00:00","https://www.meetup.com/Posse-of-6-Dinner-Group-Dates-for-Mature-Singles/"
"Mexico Lindo Restaurant",37.331016540527344,-121.91194915771484,"Strictly Spanish Karaoke night - Noche de Karaoke en Español",1,1,"BAMBAS -  Bay Area Merengue Bachata Afrocuban Salsa Club","2014-10-28 21:45:00","https://www.meetup.com/BAMBAS/"
"The Bubble Lounge",37.795654296875,-122.40335083007812,"Saturday 10/25 - The Bubble Lounge ",1,1,"20's - 40's  Bay Area Singles Social Mixers and Parties!!","2014-10-25 22:00:00","https://www.meetup.com/ethnics/"
,,,"Dinner & Game Night!",0,15,"ASIAN CHRISTIAN MINGLE","2014-10-25 17:30:00","https://www.meetup.com/AsianChristianMingle/"
,,,"Wine and Canvas",0,3,"SITC ▪ Singles in the City ▪ Born 1960>1979","2014-10-25 15:00:00","https://www.meetup.com/SITCSF/"
,,,"Movie night (**POSTPONED, new date TBD***)",0,0,"SITC ▪ Singles in the City ▪ Born 1960>1979","2014-10-25 18:45:00","https://www.meetup.com/SITCSF/"
,,,"Bollywood Night at Morocco's Mountain View",0,12,"Bay Area International Singles","2014-10-26 18:30:00","https://www.meetup.com/BayAreaInternationalSingles/"
