"name","lat","lon","event_name","attendance_count","yes_rsvp_count","group_name","event_datetime","link"
,,,"Walk around Ring-Around-the-Bay Trail (Brisbane Marina to SSF Oyster Point)",9,16,"Bay Area Single Boomers Social Meetup","2012-04-07 13:00:00","https://www.meetup.com/Bay-area-single-boomers-Social-Meetup/"
,,,"Surmai -Shaam Gazals and Nazam",0,3,"Desi Singles Mixture 35+ (Age 33 to 50)","2012-04-07 19:00:00","https://www.meetup.com/Desi-Singles-Mixture-35/"
,,,"Hike:Palomarin To Alamere Falls, Pt Reyes",26,26,"Lovely Happy Singles!","2012-04-07 08:00:00","https://www.meetup.com/lovelyhappysingles/"
"Yoshi's San Francisco",37.78192901611328,-122.43231201171875,"YouTube Star DUMBFOUNDEAD - PERFORMING LIVE @Yoshi's Sat 4/7!",4,4,"20's - 40's  Bay Area Singles Social Mixers and Parties!!","2012-04-07 22:00:00","https://www.meetup.com/ethnics/"
,,,"Ike's Place Lunch: What's the Big Deal?",0,9,"SITC ▪ Singles in the City ▪ Born 1960>1979","2012-04-07 12:00:00","https://www.meetup.com/SITCSF/"
,,,"Food and Flick at Sweet Tomatoes",0,4,"East Bay Ladies and Gents looking to meet (age 45+)","2012-04-07 17:30:00","https://www.meetup.com/Dating-for-ages-45-plus/"
,,,"An Elegant Evening at the Fairmont",0,11,"East Bay Ladies and Gents looking to meet (age 45+)","2012-04-07 20:00:00","https://www.meetup.com/Dating-for-ages-45-plus/"
,,,"Beer and free painting",0,8,"SITC ▪ Singles in the City ▪ Born 1960>1979","2012-07-12 18:00:00","https://www.meetup.com/SITCSF/"
"Pure Lounge",37.37678146362305,-122.02975463867188,"***Let’s Celebrate At The Totally AWESOME 80's Dance Party!!***",359,359,"Lovely Happy Singles!","2012-08-03 19:30:00","https://www.meetup.com/lovelyhappysingles/"
"Private Home",37.378074645996094,-122.02828216552734,"Easter Weekend Saturday Night Potluck House Party",44,44,"Your Asian Connection","2012-04-07 18:30:00","https://www.meetup.com/YourAsianConnection/"
,,,"Saturday Bash!! Happy Hour, Friends and Dancing",75,75,"!Bay Area Fun Professionals and Friends!","2012-04-07 19:30:00","https://www.meetup.com/BayAreaFunProfessionalsAndFriends/"
,,,"[SF] Clay pot lunch and play tourist in Chinatown part three",0,10,"Awesome Asian Americans!!!","2012-04-07 13:00:00","https://www.meetup.com/AsiansAmericans/"
,,,"Free Easter Bonnet Take-Home Hat ""Decorating Class"" and Macys Brazil Flower Show",0,8,"Awesome Asian Americans!!!","2012-04-07 13:30:00","https://www.meetup.com/AsiansAmericans/"
,,,"Celebration of Life of Abby Liao",0,6,"Awesome Asian Americans!!!","2012-04-07 15:00:00","https://www.meetup.com/AsiansAmericans/"
,,,"[EB] Night Hike!",0,18,"Awesome Asian Americans!!!","2012-04-07 19:00:00","https://www.meetup.com/AsiansAmericans/"
,,,"[SF] YouTube Star DUMBFOUNDEAD - PERFORMING LIVE @Yoshi's Sat 4/7!",0,2,"Awesome Asian Americans!!!","2012-04-07 22:00:00","https://www.meetup.com/AsiansAmericans/"
"San Pedro Valley Park",37.5802001953125,-122.47673034667969,"Sunday Picnic for Samatha Meditation, horse riding first (optional)",2,2,"Bay Area Single Boomers Social Meetup","2012-04-08 11:00:00","https://www.meetup.com/Bay-area-single-boomers-Social-Meetup/"
,,,"Reminder-Let’s Play Holi and Dance on Bollywood Music.",0,1,"Desi Singles Mixture 35+ (Age 33 to 50)","2012-04-08 11:00:00","https://www.meetup.com/Desi-Singles-Mixture-35/"
,,,"Being a Good EGG on Easter?",0,19,"PO6 (Posse of 6) Spectacular Events for Mature Singles","2012-04-08 13:00:00","https://www.meetup.com/Posse-of-6-Dinner-Group-Dates-for-Mature-Singles/"
,,,"Easter Sunday at the de Young Museum (+ Brunch @ Crepevine)",0,9,"SITC ▪ Singles in the City ▪ Born 1960>1979","2012-04-08 10:00:00","https://www.meetup.com/SITCSF/"
,,,"Splash O Mania 2012 - Biggest Rain Dance HOLI celebration by Gurus of Dance",0,1,"Friday Night Social!","2012-04-08 10:00:00","https://www.meetup.com/SFSocialClub/"
,,,"Sunday Picnic for Samatha Meditation, horse riding first (optional)",0,1,"Awesome Asian Americans!!!","2012-04-08 11:00:00","https://www.meetup.com/AsiansAmericans/"
"Private Home",37.94797897338867,-122.06079864501953,"Pleasant Hill Mark Group",4,4,"Bay Area Mark Groups","2012-04-09 19:00:00","https://www.meetup.com/BayAreaMarkGroups/"
" Azucar Latin Bistro Mojito Bar",37.335105895996094,-121.88755798339844,"BACHATA LESSONS IN SAN JOSE - BACHATA & SALSA DANCING TILL 12AM!",1,1,"BAMBAS -  Bay Area Merengue Bachata Afrocuban Salsa Club","2012-04-09 20:30:00","https://www.meetup.com/BAMBAS/"
"Palacio Restaurant",37.225040435791016,-121.98300170898438,"Single Mamas Happy Hour (with youngest child under age 5)",2,2,"SF Bay Area Singles Events","2012-04-09 18:00:00","https://www.meetup.com/http-www-sfbayareasingles-com/"
"Lafayette Veterans Memorial",37.888816833496094,-122.13363647460938,"John Gray: Men Are from Mars, Women Are from Venus, 20 Years Later",1,1,"Love Chemistry","2012-04-09 18:30:00","https://www.meetup.com/Love-Chemistry/"
"Bluelight Cinemas",37.32372283935547,-122.04900360107422,"MMA Documentary by James Z. Feng",1,1,"20's - 40's  Bay Area Singles Social Mixers and Parties!!","2012-04-10 19:00:00","https://www.meetup.com/ethnics/"
,,,"Meditation Class: Courage in Daily Life",0,5,"SITC ▪ Singles in the City ▪ Born 1960>1979","2012-04-10 18:30:00","https://www.meetup.com/SITCSF/"
,,,"Let's Go ""Where Everybody Knows Your Name"" (think Cheers theme)!",0,7,"East Bay Ladies and Gents looking to meet (age 45+)","2012-04-10 18:30:00","https://www.meetup.com/Dating-for-ages-45-plus/"
,,,"[SB] Casual Dinner and Dessert Night\Orenchi Ramen and Lawrence Plaza Mall!!!",0,17,"Awesome Asian Americans!!!","2012-04-10 17:30:00","https://www.meetup.com/AsiansAmericans/"
,,,"[SB] Free 5-week Beginner's Mandarin Classes",0,24,"Awesome Asian Americans!!!","2012-04-11 18:00:00","https://www.meetup.com/AsiansAmericans/"
,,,"[SF] FEAR OF SPEAKING/COMMUNICATING? Asian Express Toastmasters can help!",0,3,"Awesome Asian Americans!!!","2012-04-11 18:30:00","https://www.meetup.com/AsiansAmericans/"
,,,"How to give feedback that others will take to heart; Fancy Refreshments",0,10,"Awesome Asian Americans!!!","2012-04-11 18:30:00","https://www.meetup.com/AsiansAmericans/"
"Bluelight Cinemas",37.32372283935547,-122.04900360107422,"MMA Documentary by James Z. Feng",1,1,"20's - 40's  Bay Area Singles Social Mixers and Parties!!","2012-04-11 19:00:00","https://www.meetup.com/ethnics/"
"Social Fluency SOMA offices",37.7870979309082,-122.39910125732422,"Learn how to be at your best with your Social Skills",16,16,"Social Fluency","2012-04-11 18:45:00","https://www.meetup.com/Social-Fluency-Workshop/"
"A Private Home",38.082218170166016,-122.51361083984375,"Marin Mark Group",4,4,"Bay Area Mark Groups","2012-04-11 19:30:00","https://www.meetup.com/BayAreaMarkGroups/"
"Private Home",37.77492904663086,-122.41941833496094,"Mark Group in Sunset Neighborhood in SF",6,6,"Bay Area Mark Groups","2012-04-11 19:30:00","https://www.meetup.com/BayAreaMarkGroups/"
,,,"Dance and hang out, try to win tickets to see Madness while we're here, drink...",0,3,"We Love the 80's SF Bay Area","2012-04-12 21:00:00","https://www.meetup.com/80s-SF-Bay-Area/"
"Bluelight Cinemas",37.32372283935547,-122.04900360107422,"MMA Documentary by James Z. Feng",1,1,"20's - 40's  Bay Area Singles Social Mixers and Parties!!","2012-04-12 19:00:00","https://www.meetup.com/ethnics/"
,,,"Nightlife @ CA Academy of Sciences",0,18,"SITC ▪ Singles in the City ▪ Born 1960>1979","2012-04-12 18:00:00","https://www.meetup.com/SITCSF/"
,,,"JD & Company",0,3,"East Bay Ladies and Gents looking to meet (age 45+)","2012-04-12 19:00:00","https://www.meetup.com/Dating-for-ages-45-plus/"
"Hot Spot",37.776363372802734,-122.41777801513672,"ECLECTIC MIX ELECTRONIC MUSIC DANCE PARTY PLANNING MEETUP",1,1,"ECLECTIC MIX ELECTRONIC MUSIC DANCE PARTY PLANNING","2012-05-02 19:30:00","https://www.meetup.com/ECLECTIC-MIX-ELECTRONIC-MUSIC-DANCE-PARTY-PLANNING/"
"Local Edition SF",37.787872314453125,-122.40312957763672,"Happy Hour in the Old San Francisco Examiner Printing Room",2,2,"Bay Area Singles Events and Travel","2012-04-12 18:00:00","https://www.meetup.com/SFBayAreaSinglesEvents/"
,,,"Happy Hour in the Old San Francisco Examiner Printing Room",0,2,"SF Fun & Outgoing SocialWised","2012-04-12 18:00:00","https://www.meetup.com/socialwisedSF/"
"Local Edition SF",37.787872314453125,-122.40312957763672,"Happy Hour in the Old San Francisco Examiner Printing Room",3,3,"!Bay Area Fun Professionals and Friends!","2012-04-12 18:00:00","https://www.meetup.com/BayAreaFunProfessionalsAndFriends/"
,,,"Let's rock Friday the 13th at Rosie McCann's",30,30,"!Bay Area Friends-Fun Activities-Dancing & Happy Hour Group","2012-04-13 20:30:00","https://www.meetup.com/Bay-Area-Singles-Activities-Happy-Hour-Group/"
,,,"Free Qi Gong & Meditation Class in SF on Friday evenings",10,5,"Bay Area Single Boomers Social Meetup","2012-04-13 18:00:00","https://www.meetup.com/Bay-area-single-boomers-Social-Meetup/"
,,,"happy hour, dinner and maybe some dancing",0,23,"SF Bay Area Young, Wild & Free Singles","2012-04-13 18:00:00","https://www.meetup.com/singles-do-it-all-meetup-group/"
,,,"Mumbai Samba - Bollywood Samba Party at Pure Lounge",0,2,"Desi Singles Mixture 35+ (Age 33 to 50)","2012-04-13 20:00:00","https://www.meetup.com/Desi-Singles-Mixture-35/"
"Lucky Strike",37.7764778137207,-122.39408874511719,"Fluency Friday the 13th @ Lucky Strike",9,9,"Social Fluency","2012-04-13 18:00:00","https://www.meetup.com/Social-Fluency-Workshop/"
,,,"Let's meetup and go see Top Secret Band for a night of dancing and great food.",0,11,"East Bay Ladies and Gents looking to meet (age 45+)","2012-04-13 20:00:00","https://www.meetup.com/Dating-for-ages-45-plus/"
"Lilly Macs Irish Bar and Restaurant ",37.376365661621094,-122.03065490722656,"***Let's Dance, Mingle and Be on TV with Cadillac Jack!***",151,151,"Bay Area Singles Events and Travel","2012-04-13 20:00:00","https://www.meetup.com/SFBayAreaSinglesEvents/"
"Dublin Sports Pub & Grill",37.705440521240234,-121.93680572509766,"Dance Party and Singles Mingle!",82,82,"Bay Area Singles Events and Travel","2012-04-13 20:00:00","https://www.meetup.com/SFBayAreaSinglesEvents/"
,,,"Dance Party and Singles Mingle!",0,83,"Friday Night Social!","2012-04-13 20:00:00","https://www.meetup.com/SFSocialClub/"
,,,"Let's Party Our Butts off at E2F at Slide in San Francisco!!",0,8,"Friday Night Social!","2012-04-13 21:00:00","https://www.meetup.com/SFSocialClub/"
,,,"Color Run 2012 (ie: jog or walk a 5K and throw colored powder at smiling people)",0,1,"Offbeat San Francisco","2012-07-14 08:00:00","https://www.meetup.com/offbeat-san-francisco/"
"A Public Location",37.752052307128906,-121.94448852539062,"*Have lunch w/ Brandi the Organizer on her. In April, its open to 1 LADY member*",2,2,"!Bay Area Fun Professionals and Friends!","2012-04-13 11:30:00","https://www.meetup.com/BayAreaFunProfessionalsAndFriends/"
"Lilly Macs Irish Bar and Restaurant ",37.376365661621094,-122.03065490722656,"***Let's Dance, Mingle and Be on TV with Cadillac Jack!***",151,151,"!Bay Area Fun Professionals and Friends!","2012-04-13 20:00:00","https://www.meetup.com/BayAreaFunProfessionalsAndFriends/"
,,,"(Pen) Friday the 13th Dinner and a movie or pool afterwards",0,9,"Awesome Asian Americans!!!","2012-04-13 18:00:00","https://www.meetup.com/AsiansAmericans/"
,,,"[EB] Dinner at Zachary's Pizza",0,9,"Awesome Asian Americans!!!","2012-04-13 18:30:00","https://www.meetup.com/AsiansAmericans/"
,,,"Mumbai Samba : International Brazillian Party @ Pure Lounge",0,3,"Awesome Asian Americans!!!","2012-04-13 20:00:00","https://www.meetup.com/AsiansAmericans/"
,,,"[PN] Ballroom dancing lessons and party - Cheryl Burke dance , Mountain view",0,6,"Awesome Asian Americans!!!","2012-04-13 20:30:00","https://www.meetup.com/AsiansAmericans/"
"Clarion Hotel",37.36204147338867,-121.90666198730469,"Silicon Valley Singles Convention",124,124,"SF Bay Area Singles Events","2012-04-14 19:30:00","https://www.meetup.com/http-www-sfbayareasingles-com/"
,,,"[SB] San Jose Taco Festival",0,55,"Awesome Asian Americans!!!","2012-04-14 11:00:00","https://www.meetup.com/AsiansAmericans/"
,,,"[EB] Hike, Photoshoot, & Dining",0,13,"Awesome Asian Americans!!!","2012-04-14 11:30:00","https://www.meetup.com/AsiansAmericans/"
,,,"(PN) Crystal Springs Hike, Ramen, karaoke happy hour, and board games",0,11,"Awesome Asian Americans!!!","2012-04-14 11:30:00","https://www.meetup.com/AsiansAmericans/"
,,,"[SF] Eggs, Beer + Bouncy Castle Boxing: UpOut's Launch PreParty (Free Event)",0,8,"Awesome Asian Americans!!!","2012-04-14 19:30:00","https://www.meetup.com/AsiansAmericans/"
,,,"Apartment 24, Upscale party this Saturday",0,12,"Awesome Asian Americans!!!","2012-04-14 21:00:00","https://www.meetup.com/AsiansAmericans/"
"Palomino",37.78951644897461,-122.39030456542969,"International Mixer (San Francisco)",19,19,"Unumia San Francisco Singles Community","2012-04-14 14:00:00","https://www.meetup.com/Unumia-SF/"
,,,"Exploring Fort Mason & Walking Along the Shoreline + Lunch in Marina",0,114,"Beautiful Singles in 20's, 30's, and 40's","2012-04-14 10:00:00","https://www.meetup.com/Beautiful-Singles-in-20s-30s-and-40s/"
,,,"Bouncy castle boxing, beer, and adult egg hunt: UpOut's Launch",0,8,"Offbeat San Francisco","2012-04-14 19:30:00","https://www.meetup.com/offbeat-san-francisco/"
,,,"Napa Valley Wine Tour",0,12,"SITC ▪ Singles in the City ▪ Born 1960>1979","2012-04-14 09:00:00","https://www.meetup.com/SITCSF/"
"The Yoga Center of Los Gatos",37.23290252685547,-121.96438598632812,"Sacred Tantra Saturdays in Los Gatos April 14, 2012",9,9,"TANTRA WITH DIVINE KIKA","2012-04-14 19:00:00","https://www.meetup.com/TantrawithDivinekika/"
,,,"Flash POSse for those interested in my Start up Idea",0,5,"PO6 (Posse of 6) Spectacular Events for Mature Singles","2012-07-14 10:30:00","https://www.meetup.com/Posse-of-6-Dinner-Group-Dates-for-Mature-Singles/"
,,,"Brunch at Gather and Berkeley Campus Walk",0,4,"SITC ▪ Singles in the City ▪ Born 1960>1979","2012-07-14 10:00:00","https://www.meetup.com/SITCSF/"
"Lilly Mac's Irish Pub",37.37630844116211,-122.03048706054688,"Join Us For Sabor Nights At Lilly Mac's in Sunnyvale",53,53,"BAMBAS -  Bay Area Merengue Bachata Afrocuban Salsa Club","2012-04-14 22:00:00","https://www.meetup.com/BAMBAS/"
"Stevens Creek Executive Park (Conference Room) ",37.32175064086914,-121.97810363769531,"The Bay Area's Favorite Speed Dating For Single Professionals",32,32,"Your Asian Connection","2012-04-14 18:30:00","https://www.meetup.com/YourAsianConnection/"
,,,"Eggs, Beer + Bouncy Castle Boxing: UpOut's Launch PreParty (Free Event) ",0,15,"SF Fun & Outgoing SocialWised","2012-04-14 19:30:00","https://www.meetup.com/socialwisedSF/"
"Gestalt Haus",37.76456832885742,-122.42330169677734,"DREAMS HAVEN: LIVE SYNTH JAMS @ GESTALT HAUS SUNDAYS re. eMeM DANCE PARTY P.M.",4,4,"ECLECTIC MIX ELECTRONIC MUSIC DANCE PARTY PLANNING","2012-04-15 20:00:00","https://www.meetup.com/ECLECTIC-MIX-ELECTRONIC-MUSIC-DANCE-PARTY-PLANNING/"
,,,"San Francisco Sunday Meditation Class with Tibetan Buddhism Master",2,2,"Bay Area Single Boomers Social Meetup","2012-04-15 09:00:00","https://www.meetup.com/Bay-area-single-boomers-Social-Meetup/"
,,,"Samovar Tea Lounge for a Serene Sunday Brunch",0,8,"SITC ▪ Singles in the City ▪ Born 1960>1979","2012-04-15 10:00:00","https://www.meetup.com/SITCSF/"
"Ruby Hill Winery",37.65217590332031,-121.8056411743164,"private wine tasting and picnic",22,22,"Tri-Valley Singles","2012-04-15 12:00:00","https://www.meetup.com/Tri-Valley-Singles/"
,,,"Briones Regional Park hike in Orinda",0,21,"Awesome Asian Americans!!!","2012-04-15 12:00:00","https://www.meetup.com/AsiansAmericans/"
,,,"[EB] Desi Singles Party !!",0,1,"Awesome Asian Americans!!!","2012-04-15 18:30:00","https://www.meetup.com/AsiansAmericans/"
" Azucar Latin Bistro Mojito Bar",37.335105895996094,-121.88755798339844,"MONDAY SALSA LESSONS IN SAN JOSE - PLUS LATIN DANCE PARTY! DANCING TILL 12AM!",1,1,"BAMBAS -  Bay Area Merengue Bachata Afrocuban Salsa Club","2012-04-16 20:30:00","https://www.meetup.com/BAMBAS/"
,,,"[SB] Eat Wolf Turd, Just Kidding...SMOKING PIG BBQ, OH YEAH!",0,3,"Awesome Asian Americans!!!","2012-04-16 18:45:00","https://www.meetup.com/AsiansAmericans/"
,,,"Meditation Class: A Lasting Change in Our Hearts",0,3,"SITC ▪ Singles in the City ▪ Born 1960>1979","2012-04-17 18:30:00","https://www.meetup.com/SITCSF/"
,,,"Let's Go ""Where Everybody Knows Your Name"" (think Cheers theme)!",0,4,"East Bay Ladies and Gents looking to meet (age 45+)","2012-04-17 18:30:00","https://www.meetup.com/Dating-for-ages-45-plus/"
"WeWork",37.7870979309082,-122.39910125732422,"Learn how to be at your best with your Social Skills",17,17,"Social Fluency","2012-04-18 18:45:00","https://www.meetup.com/Social-Fluency-Workshop/"
"A Private Home",38.082218170166016,-122.51361083984375,"Marin Mark Group",7,7,"Bay Area Mark Groups","2012-04-18 19:30:00","https://www.meetup.com/BayAreaMarkGroups/"
"Private Home",37.77492904663086,-122.41941833496094,"Mark Group in Sunset Neighborhood in SF",6,6,"Bay Area Mark Groups","2012-04-18 19:30:00","https://www.meetup.com/BayAreaMarkGroups/"
,,,"Life 3.0 - Dating Tech with Founder of Zoosk.com",0,7,"SF Fun & Outgoing SocialWised","2012-04-18 19:00:00","https://www.meetup.com/socialwisedSF/"
,,,"[EB] Linsanity - NY Knicks vs NJ Nets",0,4,"Awesome Asian Americans!!!","2012-04-18 16:30:00","https://www.meetup.com/AsiansAmericans/"
,,,"[SF] Beers for Books at The Sycamore",0,1,"Awesome Asian Americans!!!","2012-04-18 18:00:00","https://www.meetup.com/AsiansAmericans/"
,,,"[SB] Free 5-week Mandarin Classes and Fun Bilingual Toastmasters Meetings",0,17,"Awesome Asian Americans!!!","2012-04-18 18:00:00","https://www.meetup.com/AsiansAmericans/"
,,,"[SB] The Art of Using PowerPoint; Fancy Refreshments",0,11,"Awesome Asian Americans!!!","2012-04-18 18:30:00","https://www.meetup.com/AsiansAmericans/"
"The Fairmont Hotel",37.79242706298828,-122.41009521484375,"Life 3.0 - Dating Tech",1,1,"Bay Area Social Wine Tasting Meetup Group","2012-04-18 18:30:00","https://www.meetup.com/Bay-Area-Social-Wine-Tasting-Meetup-Group/"
"Cuddle Central",37.35982894897461,-121.98143768310547,"Cuddle Happening at Spring Camp",4,4,"Cuddle Party - South Bay & Santa Cruz","2012-04-19 20:30:00","https://www.meetup.com/Cuddle-Party-South-Bay-Santa-Cruz/"
,,,"Casual dinner at Radio Africa Kitchen",0,10,"SITC ▪ Singles in the City ▪ Born 1960>1979","2012-04-19 19:00:00","https://www.meetup.com/SITCSF/"
,,,"City of Hayward Downtown Restaurant Walk",0,6,"East Bay Ladies and Gents looking to meet (age 45+)","2012-04-19 17:00:00","https://www.meetup.com/Dating-for-ages-45-plus/"
,,,"(SF) Dinner and FREE comedy show The Dinosaurs of Comedy",0,1,"Awesome Asian Americans!!!","2012-04-19 18:00:00","https://www.meetup.com/AsiansAmericans/"
,,,"[SF] Pandora Karaoke - Every Other Thursday (with SFBA Karaoke & SF 30+ Groups)",0,1,"Awesome Asian Americans!!!","2012-04-19 19:30:00","https://www.meetup.com/AsiansAmericans/"
,,,"Let's See A Movie!",6,6,"!Bay Area Friends-Fun Activities-Dancing & Happy Hour Group","2012-04-20 19:00:00","https://www.meetup.com/Bay-Area-Singles-Activities-Happy-Hour-Group/"
,,,"Friday at The Hopyard",0,8,"East Bay Ladies and Gents looking to meet (age 45+)","2012-04-20 17:00:00","https://www.meetup.com/Dating-for-ages-45-plus/"
,,,"CONTRA COSTA SINGLES CONVENTION",0,16,"East Bay Ladies and Gents looking to meet (age 45+)","2012-04-20 19:00:00","https://www.meetup.com/Dating-for-ages-45-plus/"
